Frame,X,Y,movement type
1958,446.49984,231,P
1959,444.49984,226.5,L
1960,442.49984,224.00016,P
1961,440.49984,219.50016,L
1962,437.50016,216,L
1963,435.50016,212.49984,LP
1964,433.50016,208.5,LP
1965,431.50016,204.50016,L
1966,428.49984,208.5,P
1967,426.49984,212.49984,L
1968,424.49984,216,LP
1969,421.50016,219.50016,P
1970,419.50016,223.5,L
1971,417.50016,226.5,P
1972,415.50016,231,L
1973,412.49984,233.49984,P
1974,410.49984,237.50016,LP
1975,408.49984,241.5,L
1976,406.49984,244.5,P
1977,403.50016,248.49984,L
1978,401.50016,252.50016,L
1979,399.50016,255.50016,P
1980,396.49984,259.5,L
1981,394.49984,262.5,P
1982,392.49984,266.49984,P
1983,390.49984,270.99984,L
1984,387.50016,273.50016,P
1985,385.50016,277.5,P
1986,383.50016,282,L
1987,381.50016,284.49984,P
1988,378.49984,288.99984,L
1989,376.49984,291.50016,P
1990,374.49984,296.00016,LP
1991,371.50016,299.49984,LP
1992,369.50016,302.49984,P
1993,367.50016,306.50016,P
1994,365.50016,311.00016,L
1995,362.49984,313.5,P
1996,360.49984,317.49984,L
1997,358.49984,320.49984,P
1998,356.49984,324.50016,L
1999,353.50016,328.5,LP
2000,351.50016,331.5,P
2001,349.50016,336,L
2002,346.49984,339.50016,L
2003,344.49984,342.50016,P
2004,342.49984,346.5,L
2005,340.49984,349.5,P
2006,337.50016,353.49984,L
2007,335.50016,357.50016,L
2008,333.50016,360.50016,P
2009,331.50016,364.5,L
2010,328.49984,368.49984,LP
2011,326.49984,371.49984,L
2012,324.49984,375.99984,LP
2013,321.50016,379.5,LP
2014,319.50016,382.5,L
2015,317.50016,386.49984,LP
2016,315.50016,390,L
2017,312.49984,393.50016,P
2018,310.49984,397.5,L
2019,308.49984,400.5,P
2020,306.49984,404.49984,L
2021,303.50016,408.99984,L
2022,301.50016,411.50016,P
2023,299.50016,416.00016,LP
2024,297.50016,418.5,P
2025,297.50016,418.5,P
2026,298.49984,410.49984,L
2027,299.50016,402.50016,L
2028,301.50016,393.50016,P
2029,302.49984,386.00016,LP
2030,303.50016,378.50016,L
2031,305.50016,370.5,LP
2032,306.49984,362.49984,PL
2033,308.49984,355.5,L
2034,309.50016,347.49984,PL
2035,310.49984,340.5,LP
2036,312.49984,333.50016,L
2037,313.50016,326.49984,P
2038,315.50016,320.00016,L
2039,316.49984,312.50016,P
2040,317.50016,306.50016,LP
2041,319.50016,299.49984,PL
2042,320.49984,293.49984,P
2043,322.49984,288,L
2044,323.50016,281.49984,P
2045,324.49984,275.49984,LP
2046,326.49984,269.49984,P
2047,327.50016,264.99984,L
2048,328.49984,258.50016,P
2049,330.49984,253.5,LP
2050,331.50016,248.00016,L
2051,333.50016,242.49984,PL
2052,334.49984,237.50016,L
2053,335.50016,233.00016,LP
2054,337.50016,228.50016,L
2055,338.49984,224.00016,L
2056,340.49984,219.50016,P
2057,341.50016,215.00016,L
2058,342.49984,210.50016,L
2059,344.49984,206.49984,P
2060,345.50016,202.5,PL
2061,347.50016,198.99984,P
2062,348.49984,195.50016,L
2063,349.50016,192,L
2064,351.50016,188.49984,P
2065,352.49984,186,L
2066,354.49984,182.49984,PL
2067,355.50016,179.49984,L
2068,356.49984,176.49984,L
2069,358.49984,173.49984,P
2070,359.50016,171,L
2071,360.49984,168.50016,P
2072,362.49984,166.5,L
2073,363.50016,163.5,P
2074,365.50016,161.49984,PL
2075,366.49984,159.99984,LP
2076,367.50016,158.49984,LP
2077,369.50016,156.50016,L
2078,370.49984,154.5,P
2079,372.49984,153.50016,L
2080,373.50016,152.49984,PL
2081,374.49984,152.00016,L
2082,376.49984,150.50016,PL
2083,377.50016,149.49984,L
2084,379.50016,148.5,L
2085,380.49984,147.50016,P
2086,381.50016,147.50016,L
2087,383.50016,147.50016,L
2088,384.49984,146.49984,P
2089,386.49984,146.49984,LP
2090,387.50016,146.49984,PL
2091,388.49984,147.50016,LP
2092,390.49984,147.50016,L
2093,391.50016,147.50016,PL
2094,392.49984,148.5,L
2095,394.49984,149.49984,PL
2096,395.50016,150.99984,LP
2097,397.50016,152.00016,L
2098,398.49984,152.49984,P
2099,399.50016,153.99984,L
2100,401.50016,154.5,PL
2101,402.49984,156.50016,P
2102,404.49984,159,L
2103,405.50016,159.99984,P
2104,406.49984,161.49984,PL
2105,408.49984,163.5,P
2106,409.50016,166.5,L
2107,411.50016,168.50016,PL
2108,412.49984,171,P
2109,413.50016,173.49984,PL
2110,415.50016,176.49984,LP
2111,416.49984,179.49984,L
2112,417.50016,182.49984,LP
2113,419.50016,185.49984,L
2114,420.49984,188.49984,PL
2115,422.49984,192,P
2116,423.50016,195.50016,L
2117,424.49984,198.50016,P
2118,426.49984,202.5,PL
2119,427.50016,207,L
2120,429.50016,210.50016,P
2121,430.49984,215.00016,L
2122,431.50016,219.50016,L
2123,433.50016,224.00016,L
2124,434.49984,228.50016,L
2125,436.49984,232.5,L
2126,437.50016,237.50016,L
2127,438.49984,242.49984,L
2128,440.49984,248.00016,P
2129,441.50016,253.5,L
2130,443.50016,258.50016,L
2131,444.49984,264.50016,LP
2132,445.50016,269.49984,P
2133,447.50016,275.49984,L
2134,448.49984,281.49984,P
2135,449.50016,288,L
2136,451.50016,293.49984,P
2137,452.49984,299.49984,P
2138,454.49984,306.50016,LP
2139,455.50016,312.99984,L
2140,456.49984,320.00016,LP
2141,458.49984,326.49984,P
2142,459.50016,333.50016,L
2143,461.50016,340.5,P
2144,462.49984,347.49984,L
2145,463.50016,355.5,L
2146,465.50016,362.49984,P
2147,466.49984,370.5,P
2148,468.49984,378.50016,L
2149,469.50016,385.5,P
2150,470.49984,393.99984,L
2151,472.49984,402.50016,L
2152,473.50016,410.49984,P
2153,475.50016,418.5,P
2154,475.50016,418.5,L
2155,473.50016,414.50016,P
2156,471.50016,410.49984,L
2157,469.50016,405.50016,PL
2158,468.49984,401.49984,P
2159,466.49984,397.5,L
2160,464.49984,392.49984,PL
2161,462.49984,388.5,L
2162,461.50016,384.50016,LP
2163,459.50016,379.5,P
2164,457.50016,375.99984,L
2165,455.50016,371.49984,LP
2166,454.49984,366.99984,L
2167,452.49984,362.49984,P
2168,450.49984,358.5,L
2169,448.49984,353.49984,P
2170,447.50016,349.5,L
2171,445.50016,345.50016,L
2172,443.50016,340.5,P
2173,441.50016,336.99984,LP
2174,440.49984,332.49984,L
2175,438.49984,327.99984,P
2176,436.49984,323.49984,P
2177,434.49984,320.00016,L
2178,433.50016,314.49984,P
2179,431.50016,311.00016,L
2180,429.50016,306.50016,L
2181,427.50016,301.5,P
2182,426.49984,297.50016,LP
2183,424.49984,293.49984,L
2184,422.49984,288.50016,L
2185,420.49984,284.49984,L
2186,419.50016,280.5,P
2187,417.50016,275.49984,P
2188,415.50016,271.5,L
2189,413.50016,267.50016,L
2190,412.49984,263.00016,P
2191,410.49984,258.50016,L
2192,408.49984,254.49984,L
2193,406.49984,249.99984,P
2194,405.50016,245.49984,L
2195,403.50016,241.5,P
2196,401.50016,236.49984,P
2197,399.50016,233.00016,P
2198,398.49984,227.49984,P
2199,396.49984,224.00016,P
2200,394.49984,219.50016,L
2201,392.49984,214.5,P
2202,391.50016,210.50016,L
2203,389.50016,207,P
2204,387.50016,201.50016,P
2205,385.50016,197.49984,L
2206,384.49984,193.5,P
2207,382.49984,188.49984,P
2208,380.49984,184.5,L
2209,378.49984,180.50016,L
2210,377.50016,176.00016,P
2211,375.50016,171.50016,L
2212,373.50016,168,P
2213,372.49984,162.50016,L
2214,370.49984,168,L
2215,368.49984,171.50016,PL
2216,366.49984,176.00016,P
2217,365.50016,180.50016,L
2218,363.50016,184.5,PL
2219,361.50016,188.49984,P
2220,359.50016,193.5,L
2221,358.49984,197.49984,P
2222,356.49984,201.50016,PL
2223,354.49984,206.49984,L
2224,352.49984,210.50016,PL
2225,351.50016,215.00016,P
2226,349.50016,219.50016,L
2227,347.50016,224.00016,L
2228,345.50016,227.49984,P
2229,344.49984,232.5,L
2230,342.49984,236.49984,P
2231,340.49984,241.5,LP
2232,338.49984,245.49984,L
2233,337.50016,249.50016,PL
2234,335.50016,254.49984,P
2235,333.50016,258.50016,L
2236,331.50016,263.00016,LP
2237,330.49984,267.50016,PL
2238,328.49984,272.00016,L
2239,326.49984,275.49984,P
2240,324.49984,280.5,LP
2241,323.50016,284.49984,L
2242,321.50016,288.50016,PL
2243,319.50016,293.49984,L
2244,317.50016,297.50016,L
2245,316.49984,301.5,PL
2246,314.49984,306.50016,LP
2247,312.49984,310.5,L
2248,310.49984,314.49984,P
2249,309.50016,320.00016,L
2250,307.50016,323.49984,P
2251,305.50016,327.99984,L
2252,303.50016,332.49984,LP
2253,302.49984,336.50016,L
2254,300.49984,340.5,P
2255,298.49984,345.50016,L
2256,296.49984,349.5,P
2257,295.50016,353.49984,P
2258,293.50016,359.00016,L
2259,291.50016,362.49984,PL
2260,289.50016,366.50016,P
2261,288.49984,371.49984,L
2262,286.49984,375.99984,LP
2263,284.49984,379.5,P
2264,282.49984,384.99984,L
2265,281.50016,388.5,PL
2266,279.50016,393,LP
2267,277.50016,397.5,L
2268,275.50016,401.49984,L
2269,274.49984,405.50016,P
2270,272.49984,410.49984,L
2271,270.49984,414.50016,L
2272,269.50016,418.5,L
2273,269.50016,418.5,L
2274,270.49984,416.49984,L
2275,272.49984,413.49984,P
2276,274.49984,411.50016,L
2277,275.50016,408.50016,P
2278,277.50016,407.00016,L
2279,279.50016,403.5,P
2280,281.50016,401.49984,L
2281,282.49984,398.49984,P
2282,284.49984,396.50016,L
2283,286.49984,393.99984,P
2284,287.50016,392.00016,L
2285,289.50016,388.5,P
2286,291.50016,386.49984,L
2287,293.50016,384,PL
2288,294.49984,381.50016,L
2289,296.49984,378.50016,P
2290,298.49984,377.00016,L
2291,300.49984,373.5,P
2292,301.50016,371.49984,L
2293,303.50016,368.49984,PL
2294,305.50016,366.50016,L
2295,306.49984,363.50016,P
2296,308.49984,361.5,L
2297,310.49984,359.00016,L
2298,312.49984,355.5,P
2299,313.50016,353.49984,L
2300,315.50016,351,LP
2301,317.50016,348.50016,L
2302,319.50016,345.99984,L
2303,320.49984,344.00016,L
2304,322.49984,340.5,P
2305,324.49984,338.49984,L
2306,325.50016,336,LP
2307,327.50016,333.50016,LP
2308,329.50016,330.50016,L
2309,331.50016,328.5,LP
2310,332.49984,325.5,P
2311,334.49984,323.49984,L
2312,336.49984,320.49984,P
2313,337.50016,318.50016,LP
2314,339.50016,315.50016,L
2315,341.50016,313.5,LP
2316,343.50016,311.00016,L
2317,344.49984,308.49984,LP
2318,346.49984,305.49984,L
2319,348.49984,303.99984,P
2320,350.49984,300.50016,L
2321,351.50016,298.5,LP
2322,353.50016,296.00016,L
2323,355.50016,293.49984,LP
2324,356.49984,290.49984,L
2325,358.49984,288.50016,LP
2326,360.49984,285.50016,L
2327,362.49984,282.50016,P
2328,363.50016,280.5,L
2329,365.50016,277.5,P
2330,367.50016,275.49984,L
2331,369.50016,272.49984,L
2332,370.49984,275.49984,L
2333,372.49984,278.00016,PL
2334,374.49984,281.00016,L
2335,375.50016,282.99984,P
2336,377.50016,285.50016,PL
2337,379.50016,288.50016,L
2338,381.50016,290.49984,P
2339,382.49984,293.49984,L
2340,384.49984,296.00016,PL
2341,386.49984,298.5,L
2342,387.50016,300.50016,P
2343,389.50016,303.99984,L
2344,391.50016,305.49984,P
2345,393.50016,308.49984,L
2346,394.49984,310.5,PL
2347,396.49984,313.5,L
2348,398.49984,315.50016,P
2349,400.49984,318.50016,L
2350,401.50016,320.49984,P
2351,403.50016,323.49984,L
2352,405.50016,325.5,P
2353,406.49984,329.00016,L
2354,408.49984,330.50016,P
2355,410.49984,333.50016,L
2356,412.49984,336,P
2357,413.50016,338.49984,L
2358,415.50016,340.5,P
2359,417.50016,344.00016,L
2360,419.50016,345.50016,P
2361,420.49984,348.50016,L
2362,422.49984,351,L
2363,424.49984,353.49984,L
2364,425.50016,355.5,P
2365,427.50016,359.00016,L
2366,429.50016,361.5,LP
2367,431.50016,363.50016,P
2368,432.49984,366.50016,L
2369,434.49984,369,LP
2370,436.49984,371.49984,L
2371,437.50016,373.5,P
2372,439.50016,377.00016,L
2373,441.50016,378.50016,P
2374,443.50016,381.50016,L
2375,444.49984,384,L
2376,446.49984,386.49984,LP
2377,448.49984,388.5,L
2378,450.49984,392.00016,P
2379,451.50016,393.50016,L
2380,453.50016,396.50016,LP
2381,455.50016,399,L
2382,456.49984,401.49984,L
2383,458.49984,403.5,P
2384,460.49984,407.00016,L
2385,462.49984,408.50016,P
2386,463.50016,411.50016,L
2387,465.50016,413.49984,P
2388,467.50016,416.49984,L
2389,469.50016,418.5,L
2390,469.50016,418.5,P
2391,470.49984,411.50016,L
2392,471.50016,404.49984,LP
2393,472.49984,396.50016,PL
2394,473.50016,389.49984,LP
2395,474.49984,382.5,PL
2396,475.50016,375.99984,PL
2397,477.50016,369.50016,LP
2398,478.49984,362.49984,PL
2399,479.50016,356.49984,P
2400,480.49984,350.49984,L
2401,481.50016,344.00016,LP
2402,482.49984,337.5,P
2403,484.49984,332.49984,L
2404,485.50016,327,L
2405,486.49984,320.49984,P
2406,487.50016,315.50016,L
2407,488.49984,309.50016,P
2408,489.50016,305.00016,LP
2409,491.50016,299.49984,PL
2410,492.49984,294.99984,L
2411,493.50016,290.49984,LP
2412,494.49984,285.50016,L
2413,495.50016,281.00016,P
2414,496.49984,276.50016,PL
2415,498.49984,273,L
2416,499.50016,268.5,P
2417,500.49984,264.50016,P
2418,501.50016,260.49984,L
2419,502.49984,256.5,PL
2420,503.50016,253.5,LP
2421,505.50016,249.50016,P
2422,506.49984,246.99984,LP
2423,507.50016,243.50016,PL
2424,508.49984,240.50016,L
2425,509.50016,237.50016,P
2426,510.49984,234.50016,P
2427,512.49984,232.5,LP
2428,513.50016,229.5,P
2429,514.49984,227.49984,PL
2430,515.50016,225.50016,P
2431,516.49984,224.00016,L
2432,517.50016,221.49984,P
2433,518.49984,219.50016,PL
2434,520.49984,217.5,P
2435,521.50016,216.50016,PL
2436,522.49984,216,L
2437,523.50016,213.50016,P
2438,524.49984,212.49984,PL
2439,525.50016,211.5,PL
2440,527.50016,210.50016,PL
2441,528.49984,210.50016,LP
2442,529.50016,209.49984,PL
2443,530.49984,209.49984,P
2444,531.50016,209.49984,LP
2445,532.49984,208.5,PL
2446,534.49984,208.5,P
2447,535.50016,209.49984,L
2448,536.49984,209.49984,PL
2449,537.50016,209.49984,P
2450,538.49984,210.50016,L
2451,539.50016,210.50016,PL
2452,541.50016,211.5,PL
2453,542.49984,212.49984,LP
2454,543.50016,213.50016,PL
2455,544.49984,216,L
2456,545.50016,216.50016,L
2457,546.49984,217.5,P
2458,548.49984,219.50016,L
2459,549.50016,221.49984,PL
2460,550.49984,224.00016,LP
2461,551.50016,225.50016,PL
2462,552.49984,227.49984,L
2463,553.50016,229.5,P
2464,555.50016,232.5,L
2465,556.49984,234.99984,PL
2466,557.50016,237.50016,PL
2467,558.49984,240.50016,LP
2468,559.50016,243.50016,PL
2469,560.49984,246.50016,P
2470,561.50016,249.50016,PL
2471,563.50016,253.5,L
2472,564.49984,256.5,L
2473,565.50016,260.49984,L
2474,566.49984,264.99984,L
2475,567.50016,268.5,P
2476,568.49984,272.49984,L
2477,570.49984,276.50016,L
2478,571.50016,280.5,P
2479,572.49984,285.50016,L
2480,573.50016,290.49984,LP
2481,574.49984,294.99984,L
2482,575.50016,299.49984,P
2483,577.50016,304.5,L
2484,578.49984,309.50016,P
2485,579.50016,315.50016,L
2486,580.49984,320.49984,P
2487,581.50016,327,L
2488,582.49984,332.49984,L
2489,584.49984,337.5,P
2490,585.50016,344.00016,LP
2491,586.49984,350.49984,L
2492,587.50016,356.49984,P
2493,588.49984,363,L
2494,589.50016,369.50016,L
2495,591.50016,375.99984,L
2496,592.49984,382.5,P
2497,593.50016,389.49984,LP
2498,594.49984,396.50016,P
2499,595.50016,404.49984,L
2500,596.49984,411.50016,P
2501,598.49984,418.5,P
2502,598.49984,418.5,L
2503,596.49984,414.50016,L
2504,595.50016,410.49984,PL
2505,594.49984,406.5,L
2506,593.50016,402.50016,LP
2507,591.50016,397.5,P
2508,590.49984,393.99984,L
2509,589.50016,389.49984,PL
2510,588.49984,385.5,L
2511,586.49984,381.50016,P
2512,585.50016,377.49984,L
2513,584.49984,372.50016,P
2514,583.50016,368.49984,L
2515,582.49984,364.5,P
2516,580.49984,360.50016,L
2517,579.50016,356.49984,P
2518,578.49984,351.99984,L
2519,577.50016,347.49984,P
2520,575.50016,344.00016,L
2521,574.49984,339.50016,PL
2522,573.50016,336,LP
2523,572.49984,331.5,L
2524,571.50016,327,LP
2525,569.50016,322.5,L
2526,568.49984,318.50016,P
2527,567.50016,315,L
2528,566.49984,311.00016,LP
2529,564.49984,305.49984,P
2530,563.50016,301.5,L
2531,562.49984,297.50016,L
2532,561.50016,293.49984,L
2533,560.49984,289.5,L
2534,558.49984,285.50016,L
2535,557.50016,280.5,L
2536,556.49984,276.50016,LP
2537,555.50016,272.49984,L
2538,553.50016,268.5,P
2539,552.49984,264.50016,L
2540,551.50016,259.5,L
2541,550.49984,255.99984,LP
2542,549.50016,251.49984,P
2543,547.50016,248.00016,L
2544,546.49984,243.50016,P
2545,545.50016,240,L
2546,544.49984,234.50016,L
2547,542.49984,231,LP
2548,541.50016,226.5,P
2549,540.49984,222.99984,LP
2550,539.50016,218.49984,L
2551,538.49984,213.50016,P
2552,536.49984,209.49984,L
2553,535.50016,205.5,P
2554,534.49984,201.99984,L
2555,533.50016,197.49984,P
2556,531.50016,193.5,L
2557,530.49984,188.49984,P
2558,529.50016,184.5,L
2559,528.49984,180.50016,L
2560,527.50016,176.49984,LP
2561,525.50016,172.5,L
2562,524.49984,168,L
2563,523.50016,172.5,P
2564,522.49984,177,L
2565,520.49984,180.50016,P
2566,519.50016,185.00016,LP
2567,518.49984,188.49984,P
2568,517.50016,193.5,LP
2569,516.49984,198,L
2570,514.49984,201.50016,P
2571,513.50016,205.5,PL
2572,512.49984,209.49984,PL
2573,511.50016,213.50016,PL
2574,509.50016,218.49984,LP
2575,508.49984,222.99984,L
2576,507.50016,226.5,P
2577,506.49984,230.49984,PL
2578,505.50016,234.50016,PL
2579,503.50016,240,L
2580,502.49984,243.50016,PL
2581,501.50016,248.00016,L
2582,500.49984,251.49984,P
2583,498.49984,255.99984,L
2584,497.50016,259.5,P
2585,496.49984,264.50016,LP
2586,495.50016,268.5,L
2587,494.49984,272.49984,LP
2588,492.49984,276.50016,P
2589,491.50016,280.5,PL
2590,490.49984,285.50016,L
2591,489.50016,289.5,P
2592,487.50016,293.49984,PL
2593,486.49984,297.99984,P
2594,485.50016,301.5,L
2595,484.49984,305.49984,L
2596,483.50016,311.00016,LP
2597,481.50016,314.49984,P
2598,480.49984,318.50016,LP
2599,479.50016,322.5,L
2600,478.49984,327,LP
2601,476.49984,331.5,L
2602,475.50016,336,LP
2603,474.49984,339.50016,L
2604,473.50016,344.00016,LP
2605,472.49984,347.49984,L
2606,470.49984,351.99984,LP
2607,469.50016,356.49984,L
2608,468.49984,360.50016,L
2609,467.50016,364.5,L
2610,465.50016,368.49984,L
2611,464.49984,372.50016,P
2612,463.50016,378,LP
2613,462.49984,381.50016,L
2614,461.50016,385.5,P
2615,459.50016,390,L
2616,458.49984,393.50016,P
2617,457.50016,397.5,P
2618,456.49984,402.50016,LP
2619,454.49984,407.00016,L
2620,453.50016,410.49984,P
2621,452.49984,414.99984,L
2622,451.50016,418.5,P
2623,450.49984,423.99984,P
2624,450.49984,423.99984,L
2625,450.49984,419.49984,P
2626,451.50016,415.5,LP
2627,452.49984,411.50016,L
2628,453.50016,408,L
2629,454.49984,403.5,PL
2630,455.50016,399.99984,L
2631,456.49984,395.49984,PL
2632,457.50016,392.00016,L
2633,458.49984,387.50016,PL
2634,459.50016,384,L
2635,460.49984,379.5,P
2636,460.49984,375.99984,L
2637,461.50016,372.50016,L
2638,462.49984,368.49984,L
2639,463.50016,364.5,LP
2640,464.49984,360.50016,L
2641,465.50016,356.49984,P
2642,466.49984,353.00016,L
2643,467.50016,348.50016,P
2644,468.49984,344.49984,L
2645,469.50016,340.5,LP
2646,470.49984,336.50016,L
2647,470.49984,332.49984,PL
2648,471.50016,329.00016,L
2649,472.49984,324.50016,P
2650,473.50016,321,L
2651,474.49984,317.49984,L
2652,475.50016,313.5,L
2653,476.49984,309.50016,P
2654,477.50016,305.49984,L
2655,478.49984,301.5,P
2656,479.50016,297.99984,L
2657,480.49984,293.49984,P
2658,480.49984,289.5,L
2659,481.50016,285.50016,L
2660,482.49984,281.49984,L
2661,483.50016,277.5,P
2662,484.49984,273.50016,L
2663,485.50016,269.49984,L
2664,486.49984,266.00016,P
2665,487.50016,263.00016,L
2666,488.49984,258.50016,L
2667,489.50016,254.49984,P
2668,490.49984,250.5,P
2669,491.50016,246.99984,L
2670,491.50016,242.49984,P
2671,492.49984,239.00016,L
2672,493.50016,234.50016,P
2673,494.49984,231,L
2674,495.50016,226.5,P
2675,496.49984,222.50016,L
2676,497.50016,218.49984,L
2677,498.49984,214.5,L
2678,499.50016,210.50016,P
2679,500.49984,207.99984,L
2680,501.50016,203.49984,L
2681,501.50016,207.99984,P
2682,502.49984,210.50016,P
2683,503.50016,215.00016,L
2684,504.49984,218.49984,PL
2685,505.50016,222.50016,L
2686,506.49984,226.5,PL
2687,507.50016,231,L
2688,508.49984,234.99984,L
2689,509.50016,239.00016,L
2690,510.49984,242.49984,PL
2691,511.50016,246.99984,L
2692,511.50016,251.00016,L
2693,512.49984,254.49984,PL
2694,513.50016,258.50016,L
2695,514.49984,262.5,L
2696,515.50016,265.5,P
2697,516.49984,269.49984,L
2698,517.50016,273.50016,P
2699,518.49984,277.5,L
2700,519.50016,282,LP
2701,520.49984,285.50016,L
2702,521.50016,289.5,P
2703,522.49984,293.49984,L
2704,522.49984,297.50016,P
2705,523.50016,301.5,L
2706,524.49984,305.49984,P
2707,525.50016,309.50016,L
2708,526.49984,314.00016,L
2709,527.50016,317.49984,P
2710,528.49984,320.49984,PL
2711,529.50016,324.50016,P
2712,530.49984,329.00016,L
2713,531.50016,332.49984,P
2714,532.49984,336.50016,L
2715,532.49984,340.5,LP
2716,533.50016,344.49984,P
2717,534.49984,348.50016,L
2718,535.50016,352.5,P
2719,536.49984,356.49984,L
2720,537.50016,360.50016,P
2721,538.49984,364.5,L
2722,539.50016,368.49984,LP
2723,540.49984,372.50016,LP
2724,541.50016,375.99984,L
2725,542.49984,379.5,P
2726,542.49984,384,L
2727,543.50016,387.50016,P
2728,544.49984,392.00016,L
2729,545.50016,395.49984,P
2730,546.49984,399.99984,L
2731,547.50016,403.5,PL
2732,548.49984,408,LP
2733,549.50016,411.50016,P
2734,550.49984,416.00016,LP
2735,551.50016,419.49984,P
2736,552.49984,423.99984,LP
2737,553.50016,427.5,L
2738,553.50016,427.5,L
2739,551.50016,423.99984,L
2740,549.50016,419.49984,P
2741,547.50016,416.49984,LP
2742,545.50016,412.5,P
2743,543.50016,410.00016,L
2744,541.50016,405.50016,P
2745,539.50016,401.49984,PL
2746,538.49984,398.49984,L
2747,536.49984,394.5,P
2748,534.49984,392.00016,L
2749,532.49984,387.50016,P
2750,530.49984,384.99984,L
2751,528.49984,380.49984,P
2752,526.49984,376.5,PL
2753,524.49984,373.5,LP
2754,523.50016,369.50016,PL
2755,521.50016,366.50016,LP
2756,519.50016,363,PL
2757,517.50016,360,L
2758,515.50016,355.5,P
2759,513.50016,351.99984,L
2760,511.50016,348.50016,LP
2761,509.50016,344.49984,PL
2762,508.49984,341.49984,LP
2763,506.49984,337.5,L
2764,504.49984,334.5,LP
2765,502.49984,330.50016,L
2766,500.49984,327,LP
2767,498.49984,323.49984,L
2768,496.49984,320.00016,P
2769,494.49984,316.5,L
2770,493.50016,312.50016,P
2771,491.50016,309.99984,L
2772,489.50016,305.49984,L
2773,487.50016,301.5,P
2774,485.50016,298.5,L
2775,483.50016,294.99984,LP
2776,481.50016,291.50016,L
2777,480.49984,288,L
2778,478.49984,284.49984,L
2779,476.49984,280.5,L
2780,474.49984,276.50016,P
2781,472.49984,273.50016,L
2782,470.49984,269.49984,P
2783,468.49984,266.49984,L
2784,466.49984,262.5,P
2785,465.50016,259.5,L
2786,463.50016,255.50016,L
2787,461.50016,251.49984,P
2788,459.50016,248.49984,L
2789,457.50016,244.5,P
2790,455.50016,241.5,LP
2791,453.50016,237.50016,L
2792,451.50016,234.50016,L
2793,450.49984,237.50016,P
2794,448.49984,241.5,LP
2795,446.49984,244.5,PL
2796,444.49984,248.49984,L
2797,442.49984,251.49984,P
2798,440.49984,255.99984,L
2799,438.49984,259.5,P
2800,436.49984,263.00016,L
2801,435.50016,266.49984,LP
2802,433.50016,269.49984,PL
2803,431.50016,273.50016,LP
2804,429.50016,276.50016,PL
2805,427.50016,280.5,L
2806,425.50016,284.49984,LP
2807,423.50016,288,L
2808,421.50016,291.50016,P
2809,420.49984,294.99984,L
2810,418.49984,298.5,LP
2811,416.49984,301.5,P
2812,414.49984,305.49984,L
2813,412.49984,309.50016,LP
2814,410.49984,312.99984,L
2815,408.49984,316.5,P
2816,407.50016,320.00016,L
2817,405.50016,323.49984,L
2818,403.50016,327,P
2819,401.50016,330.50016,P
2820,399.50016,334.5,LP
2821,397.50016,337.5,P
2822,395.50016,342,L
2823,393.50016,344.49984,P
2824,392.49984,348.50016,LP
2825,390.49984,351.99984,L
2826,388.49984,355.5,P
2827,386.49984,360,P
2828,384.49984,362.49984,P
2829,382.49984,366.50016,LP
2830,380.49984,369.50016,L
2831,378.49984,373.5,LP
2832,377.50016,376.5,L
2833,375.50016,380.49984,L
2834,373.50016,384.50016,L
2835,371.50016,387.50016,P
2836,369.50016,392.00016,L
2837,367.50016,394.5,P
2838,365.50016,399,LP
2839,363.50016,401.49984,P
2840,362.49984,405.50016,L
2841,360.49984,409.5,LP
2842,358.49984,412.5,P
2843,356.49984,416.49984,L
2844,354.49984,419.49984,P
2845,352.49984,423.99984,L
2846,350.49984,427.5,P
2847,349.50016,431.00016,L
2848,349.50016,431.00016,L
2849,350.49984,427.5,P
2850,352.49984,425.49984,LP
2851,354.49984,422.49984,L
2852,356.49984,419.49984,LP
2853,358.49984,416.49984,P
2854,360.49984,414.50016,L
2855,362.49984,411.50016,P
2856,364.49984,408.50016,P
2857,366.49984,407.00016,L
2858,368.49984,403.5,PL
2859,370.49984,401.00016,L
2860,372.49984,397.5,P
2861,374.49984,395.49984,LP
2862,376.49984,392.49984,L
2863,378.49984,389.49984,L
2864,380.49984,386.49984,P
2865,382.49984,384.50016,L
2866,384.49984,381.50016,PL
2867,386.49984,378.50016,PL
2868,388.49984,375.99984,P
2869,390.49984,373.5,L
2870,392.49984,370.5,PL
2871,394.49984,368.00016,PL
2872,396.49984,365.49984,LP
2873,398.49984,362.49984,PL
2874,400.49984,360,L
2875,402.49984,356.49984,P
2876,404.49984,354.50016,LP
2877,406.49984,351.99984,L
2878,408.49984,348.50016,PL
2879,410.49984,345.50016,P
2880,412.49984,344.00016,L
2881,414.49984,340.5,P
2882,416.49984,337.5,L
2883,418.49984,336,L
2884,420.49984,332.49984,P
2885,422.49984,330,L
2886,424.49984,326.49984,P
2887,426.49984,324.50016,L
2888,428.49984,321.50016,LP
2889,430.49984,318.50016,L
2890,432.49984,315.50016,P
2891,434.49984,313.5,L
2892,436.49984,311.00016,LP
2893,438.49984,307.5,P
2894,440.49984,305.49984,LP
2895,442.49984,302.49984,L
2896,444.49984,299.49984,P
2897,446.49984,296.49984,P
2898,448.49984,294.50016,L
2899,450.49984,291.50016,L
2900,452.49984,288.50016,P
2901,454.49984,285.50016,L
